SignedAcoplanarity,Weight,Phi_PiPlus,Phi_PiMinus,Eta_PiPlus,Eta_PiMinus,Pt_PiPlus,Pt_PiMinus,ipX_PiPlus,ipY_PiPlus,ipZ_PiPlus,ipX_PiMinus,ipY_PiMinus,ipZ_PiMinus
0.621521,1,2.48348,-0.753179,-1.45508,0.101248,18.5837,14.5541,-0.00914032,0.956283,0.292301,0.0404401,0.188633,0.981215
0.696951,1,1.04684,-1.98091,-0.309324,0.408212,40.5556,30.6097,-0.839463,0.327719,-0.433477,-0.531262,-0.150529,-0.833728
1.41496,1,3.08474,-3.01153,-1.09799,-0.0954793,83.2412,14.5265,-0.15625,0.97489,0.158665,0.053706,0.293193,-0.954544
5.571,1,-0.0163346,-2.58672,-0.87336,-0.900668,38.627,55.1198,-0.553732,0.607013,-0.570015,-0.377121,0.91291,-0.156126
3.92992,1,-2.97632,-0.710731,-1.2286,-0.890132,67.7794,21.5831,-0.806697,0.355609,0.471998,-0.20965,0.742941,-0.635678
0.10932,1,-2.38137,2.73704,-2.3082,-0.163561,1.30274,21.1472,0.960547,0.219912,-0.17026,0.241262,0.795488,0.555869
1.89016,1,0.310523,-2.91625,0.461184,-0.628998,25.1306,35.6332,0.452317,-0.803091,-0.387885,-0.498469,-0.285136,0.818673
4.63804,1,1.42695,-0.665385,-1.03585,-1.1629,15.6376,19.1244,-0.235731,0.770686,0.592008,0.801648,0.565007,0.195264
2.13792,1,1.43574,-1.80913,1.05942,2.53531,21.4407,30.0415,-0.754882,-0.475688,0.451524,-0.408444,-0.899565,-0.154782
2.23353,1,1.59551,-1.68323,1.23754,0.992855,1.68059,57.0531,0.681891,-0.613078,0.398949,-0.982968,0.175371,0.0549504
1.07734,1,0.743567,-0.0707469,-2.23446,-2.00692,37.9208,75.0206,0.000787703,0.989405,0.14518,0.11442,-0.992151,0.050443
0.40109,1,0.8901,-2.23384,0.459564,0.472016,5.45698,19.515,-0.795591,0.335256,0.504618,-0.721987,0.67035,0.171366
3.96312,1,-2.57107,0.577706,1.93609,1.2945,1.6705,55.122,-0.10116,-0.978308,-0.180777,-0.749019,-0.424076,0.509048
5.6462,1,1.37596,-0.496886,-0.0169639,-2.30726,20.0293,0.777348,-0.416845,0.0978864,0.903691,0.174892,-0.976682,0.124519
6.08745,1,-0.328639,-2.92004,0.439743,1.66268,13.8425,38.6107,0.322413,0.946599,0.000795001,0.244167,0.953601,0.176146
3.99215,1,0.0396999,1.93401,-1.27324,2.70213,19.3747,12.0003,-0.839124,-0.179027,-0.513634,0.541374,0.837015,-0.0795006
1.56053,1,2.77333,-0.31645,0.470663,0.220247,18.031,57.2594,0.413645,-0.146644,0.898551,-0.314431,-0.949153,0.0155269
3.2165,1,-0.310033,1.99306,-1.45428,-1.28789,48.8493,20.4792,-0.770032,0.468605,-0.432967,-0.409567,0.755302,0.511638
0.125789,1,-1.86846,2.3645,-2.0056,-0.485501,20.8545,5.89196,-0.72826,0.675005,-0.118347,-0.046446,-0.614295,-0.787708
6.00963,1,1.68805,-2.92124,-0.759544,-0.253826,101.225,20.2349,0.780761,-0.345563,-0.520575,0.315671,-0.786869,-0.530272
1.07386,1,-2.47855,-0.176053,3.51224,2.62441,73.3969,3.78917,-0.985335,0.16581,-0.040277,0.210251,0.977634,-0.00521326
2.02133,1,-0.72259,2.41662,0.968587,-0.323068,35.9123,33.5272,0.707516,0.704348,-0.0575697,-0.137713,-0.560325,-0.816744
4.67731,1,-1.52214,2.20578,3.82648,1.48283,12.2761,7.66213,-0.924526,0.380669,0.0185351,-0.962573,-0.00606588,-0.270954
2.09516,1,-1.64557,-2.76253,-1.02756,0.106755,36.4166,5.71373,0.855128,0.374214,-0.358776,-0.187214,0.191529,-0.963466
5.68393,1,0.610285,-2.81713,1.42357,3.12195,29.2241,24.1498,-0.555267,0.831599,-0.0110237,0.0510931,0.998169,0.0323797
0.0366554,1,-2.14116,0.806597,-2.16093,0.240912,0.374281,47.7199,-0.772441,-0.597631,0.214877,-0.259469,-0.0757042,0.96278
5.27587,1,-3.00609,0.120578,1.24098,4.50542,7.66735,18.7344,0.238666,-0.968813,0.0666266,-0.840186,-0.541933,0.0198746
4.53119,1,1.9279,-0.706326,0.864435,0.363247,65.0166,18.0668,0.13781,-0.689472,0.711081,0.632585,0.772578,0.0543944
5.23696,1,3.04697,0.816527,-3.98011,-2.18791,38.2721,26.2153,0.992639,-0.11521,-0.0373459,0.831093,-0.554873,0.0374176
0.3414,1,-2.28037,0.524227,1.07255,3.56865,22.8002,5.88198,-0.823403,-0.197619,-0.531935,-0.100581,0.994659,-0.0231823
6.0121,1,-1.00222,2.33794,-0.44066,-1.52509,46.6596,45.1066,0.799039,0.585184,-0.138186,0.70699,0.707174,0.0083955
1.35705,1,1.39935,-1.76091,0.157391,-1.17778,35.7635,36.2223,0.322489,0.0952153,-0.941772,0.965971,-0.25455,0.0458791
5.2231,1,3.00633,-0.276163,-0.200217,1.03337,27.0864,26.556,0.170065,-0.194352,-0.966077,0.0533303,-0.965146,-0.25622
1.50182,1,-0.745602,2.24358,0.581371,-0.535538,15.0638,10.2869,0.640222,0.764197,0.0782274,0.481086,-0.225001,-0.847308
0.462299,1,-2.27186,0.858987,-1.51583,0.762453,5.50552,29.539,0.364732,-0.906835,0.211235,0.731911,-0.679987,0.0438705
5.87998,1,-2.36559,1.03642,0.694285,-0.866933,11.2483,0.668547,-0.00931897,-0.727029,-0.686543,0.343698,-0.786875,-0.512542
1.14934,1,0.60287,-1.57558,1.81867,1.32846,104.464,22.131,0.392096,-0.917572,0.0657505,-0.033733,0.86842,0.494681
5.86159,1,-1.71874,-0.846558,1.5351,-1.32352,23.3064,6.50878,-0.247412,0.890624,0.381544,-0.45132,0.745067,-0.491107
2.28259,1,3.00869,1.22719,-0.293851,-0.129957,1.80663,45.5861,-0.301416,-0.129466,0.944662,0.66048,-0.329691,-0.674588
0.80158,1,-0.787555,3.0091,-1.29276,-0.313138,32.4601,15.5324,-0.875495,-0.449361,-0.177716,-0.172738,-0.975963,0.132883
4.44695,1,2.78485,0.321668,-3.38534,-1.14493,7.45237,34.8352,-0.908598,-0.414915,0.0479069,-0.34434,0.938606,-0.021203
5.92107,1,0.135335,0.785767,0.621608,1.62841,15.0881,101.165,0.265484,-0.942016,-0.205244,-0.831908,-0.420939,0.361581
1.30965,1,-1.18962,2.18901,0.914072,2.621,21.3418,14.6334,0.419693,0.74801,0.51414,0.604667,0.795288,-0.0435253
0.411775,1,-2.62734,-1.212,0.679157,-0.911719,5.73757,19.1044,0.269704,0.619975,0.736811,0.969884,0.175287,0.169114
4.19206,1,2.17214,-0.0297364,-3.66922,-1.18832,4.81362,47.7387,0.797239,-0.601726,-0.0483321,0.68631,-0.553392,0.47195
0.892252,1,-0.426662,2.70165,-2.81689,-2.84701,67.4565,35.8553,0.349903,0.936749,-0.00829584,0.980754,0.170662,-0.0948505
0.359837,1,0.120453,2.84213,2.28983,2.88651,39.2463,21.6147,-0.525922,0.846169,0.0860491,0.257143,0.966363,-0.0044066
0.607476,1,1.6432,-1.62628,-2.79372,1.9445,5.09516,0.16569,0.388629,0.914966,0.108652,-0.207263,0.940056,0.270807
3.31373,1,2.01193,0.357978,1.7721,0.958725,253.648,4.29496,-0.939624,0.259834,-0.222695,-0.688537,-0.281501,0.668337
2.50088,1,-0.734531,-1.60231,-4.60981,-1.22279,7.14194,11.2171,-0.00502101,-0.999899,0.0132685,0.509575,-0.727949,0.458719
5.90141,1,1.47157,-0.630155,1.34044,-1.9557,5.94619,12.7055,0.524724,0.730218,-0.437545,0.136484,0.981384,-0.135124
0.0800037,1,-2.72838,1.40183,0.701052,0.25919,22.9468,28.7094,0.465213,-0.880016,0.0956549,0.975657,-0.117145,-0.18539
5.55677,1,0.0672178,-1.1669,-0.869658,-0.878031,64.7978,22.6302,0.693535,-0.209582,0.689264,0.91616,-0.0400939,0.398802
4.30737,1,-0.774246,1.01378,-0.676405,2.45511,3.51547,20.2462,0.814472,0.446726,0.370232,-0.160827,-0.974292,0.157767
6.08061,1,-0.981854,3.08939,-3.00669,2.43791,0.312146,9.33439,-0.455473,0.884835,-0.0980395,-0.271673,0.960725,-0.0565817
0.486819,1,2.73912,2.51285,1.36454,-3.8607,11.4408,1.88982,-0.735753,-0.635544,-0.233992,-0.984341,-0.173834,0.0292291
5.15656,1,-0.374344,2.7829,1.225,1.86238,44.0361,9.8133,-0.863449,-0.078538,0.498285,-0.315102,-0.94898,0.0121231
5.9091,1,-0.940248,2.20854,3.17555,4.22776,32.7693,10.2886,-0.238103,-0.969749,-0.0538021,-0.904096,0.426555,-0.0257042
0.6242,1,-2.69523,1.63726,1.52913,0.106413,18.1043,19.5,-0.833895,-0.365214,-0.413809,-0.990225,-0.0520905,-0.129389
2.08589,1,-0.126846,-2.34839,0.0322989,1.37509,24.0143,22.3716,0.125745,0.991802,0.022748,-0.667426,-0.574339,-0.474001
4.79018,1,-0.848401,1.66111,-0.493101,0.445771,35.1347,10.8775,-0.64352,-0.728294,0.235521,-0.617301,0.283552,-0.733851
1.97462,1,-1.18134,2.00523,3.51047,2.82388,9.41561,30.6036,0.976709,0.21432,-0.0103232,-0.853226,0.51222,-0.0981679
5.19735,1,1.97535,-0.551875,0.310763,-0.167132,7.09685,1.64169,0.897984,0.263411,0.352475,0.36988,0.768142,-0.522635
0.0191394,1,-0.329652,2.73877,-0.857633,0.380906,39.8313,35.5356,-0.635898,0.284188,-0.717545,-0.332972,0.14584,-0.93159
