SignedAcoplanarity,Weight,Phi_PiPlus,Phi_PiMinus,Eta_PiPlus,Eta_PiMinus,Pt_PiPlus,Pt_PiMinus,ipX_PiPlus,ipY_PiPlus,ipZ_PiPlus,ipX_PiMinus,ipY_PiMinus,ipZ_PiMinus
3.54364,-1,-1.00385,2.34997,-1.64979,-1.53023,14.9737,90.8506,0.173829,-0.921497,0.347315,0.615515,-0.671028,-0.413355
5.47628,-1,1.73721,1.78146,2.25526,4.62215,20.0764,17.0979,0.572026,0.806666,-0.148579,0.122314,-0.992298,0.0195854
6.11336,-1,2.29547,0.978712,0.638277,4.16348,12.9556,14.7124,0.483039,-0.316524,0.816386,-0.443919,0.895934,-0.0154227
0.880867,-1,-1.79698,2.28672,-0.55748,-0.00906661,64.8062,2.62097,0.921755,0.0210331,-0.387201,0.363723,0.30582,-0.879875
2.88017,-1,0.337593,2.43092,2.60588,-0.100822,11.0594,14.5869,0.985503,-0.105472,-0.132886,-0.503698,-0.473344,0.722657
3.50222,-1,-2.76887,-0.49331,2.34545,2.74861,65.3488,1.11748,0.984137,-0.0269642,0.17535,0.899584,0.430142,-0.0756756
2.98978,-1,1.5277,-1.49369,3.22629,2.54695,47.7365,3.01112,-0.083366,-0.993365,0.0792188,0.00429273,-0.987861,-0.155284
1.91584,-1,2.82288,0.249059,0.224386,-1.30197,10.3718,35.8375,0.168016,0.85875,-0.484065,0.867676,0.0191362,0.496762
3.06873,-1,2.25636,2.78497,-5.24001,-1.90391,5.47713,40.4195,0.669429,-0.742801,-0.0105879,0.938957,0.244404,-0.242129
2.39635,-1,2.0632,-1.26705,-3.32366,-3.81839,26.0795,42.8808,-0.967155,0.249452,0.0488383,-0.26661,0.962805,-0.0438802
4.47029,-1,-2.33581,0.311617,-0.78446,-0.256923,49.0583,42.2058,-0.232944,-0.648157,0.725003,-0.260987,0.950948,0.166083
2.41291,-1,-1.00324,-0.0507137,-0.0283027,1.8228,8.30035,17.8709,0.818035,0.529094,-0.225563,-0.927196,0.209116,0.310771
4.56781,-1,-0.854757,-2.84487,-1.33638,0.302007,43.2814,3.40287,0.10192,0.928291,-0.357614,0.322219,-0.0633476,0.944543
5.65288,-1,-1.48763,1.31406,1.06832,0.0148327,30.1637,44.3442,-0.310364,0.741019,0.595454,-0.83895,0.212565,0.500978
0.565896,-1,3.06962,0.142636,0.413904,1.40085,17.2985,33.0734,-0.236189,-0.883751,-0.403978,0.784369,-0.497711,-0.3702
0.450773,-1,1.99646,-1.9396,1.7564,2.92286,39.0461,40.3842,-0.664643,0.676571,-0.317018,0.184274,-0.978625,-0.091301
0.13342,-1,-0.354367,-2.62121,-2.02536,-2.22515,39.2768,3.48508,-0.601698,-0.794958,-0.0774724,0.5611,-0.827584,-0.016473
2.13261,-1,2.75026,3.00167,2.3778,0.930467,38.0122,4.27185,0.0191647,-0.997039,0.0744739,0.690755,0.427509,0.583175
3.33186,-1,-1.49446,-0.189619,-1.12615,0.603667,16.3178,37.6087,0.975139,-0.150493,0.162651,-0.487749,0.27564,0.828325
5.02941,-1,1.04178,2.4638,1.73268,1.43212,11.5714,30.6213,-0.913118,0.405693,0.0403712,0.597806,-0.665334,0.447168
5.54914,-1,1.14029,3.02752,0.429426,-0.121867,30.1133,23.7576,-0.248565,-0.3296,0.910812,-0.159582,-0.8449,0.510566
5.13901,-1,2.38471,-0.802423,-1.65872,-0.991779,34.082,25.9016,0.957059,0.18224,-0.225447,-0.670659,0.380897,-0.636501
4.7118,-1,0.650644,-2.55285,0.539886,2.36425,20.7787,10.8854,0.697033,-0.311743,-0.645725,-0.969154,0.208812,-0.13091
5.49867,-1,0.734566,-0.337817,-0.174921,-0.243497,41.5617,67.1235,-0.117908,-0.127762,-0.984771,-0.380378,-0.510779,-0.770984
3.64551,-1,-2.60724,0.473178,1.33174,-0.976286,18.6572,27.3301,0.191917,0.913822,0.357906,-0.50061,-0.594598,-0.62916
5.27574,-1,-1.10292,-1.47063,-1.43387,-1.00842,76.7841,208.965,-0.977397,-0.137004,-0.161011,-0.997922,-0.0395056,-0.0509001
4.85869,-1,-2.08437,0.975525,-2.40392,-0.520235,33.6092,25.5766,-0.664469,0.745003,-0.058754,-0.16053,-0.463758,-0.871297
5.58128,-1,1.54539,-1.05817,-2.13929,-1.60862,15.4973,31.5692,0.976287,0.209152,0.0558486,0.462092,0.859645,-0.217905
1.61439,-1,-1.65539,0.775792,0.450718,1.09624,44.0453,0.503263,0.985723,-0.00484868,0.168304,0.503369,0.623165,-0.598569
0.289014,-1,0.225669,-2.57078,-0.587635,-1.45521,60.3483,20.0427,0.265192,-0.961682,0.069583,0.100234,-0.970943,0.217309
4.42419,-1,-1.46415,0.359147,-1.38822,-2.2361,12.7053,82.2586,0.591866,-0.698102,0.402925,-0.64351,0.762011,-0.0723521
3.97037,-1,2.40878,1.1556,0.949529,-0.954855,5.25395,20.9028,-0.858781,-0.366995,-0.357504,0.950885,-0.290772,0.106159
0.374468,-1,-3.09558,-0.268038,1.4042,-0.528311,4.01382,35.1919,0.856679,-0.267909,0.440824,0.304663,-0.535746,0.787501
5.10791,-1,0.893451,-1.748,-2.99944,-4.17213,6.60106,22.7067,-0.437292,0.898313,0.0425415,-0.387826,-0.921242,0.0300805
4.46736,-1,3.0633,0.820516,0.793519,-0.474532,15.9821,71.8992,-0.493831,-0.714017,-0.496296,0.779063,-0.402547,0.480642
2.49043,-1,-0.770156,2.07413,0.65515,0.0426611,43.0941,44.5818,-0.793972,-0.543531,0.272366,0.814629,0.429585,0.389663
0.677972,-1,-2.71175,1.83181,1.52531,1.84858,72.2539,27.8958,0.732546,0.544997,0.407865,0.448542,-0.841894,0.300042
